CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;Posicao;Quantidade_Ate30Anos;Quantidade_30a50Anos;Quantidade_Acima50Anos
16.590.234/0001-76;2023-12-31;9;136975;AZZAS 2154 S.A.;Não-liderança;3480;2709;551
16.614.075/0001-00;2023-12-31;10;137670;DIRECIONAL ENGENHARIA S.A.;Liderança;19;209;11
16.614.075/0001-00;2023-12-31;10;137670;DIRECIONAL ENGENHARIA S.A.;Não-liderança;1552;2724;817
16.670.085/0001-55;2023-12-31;16;137317;LOCALIZA RENT A CAR S.A.;Liderança;130;1431;132
16.670.085/0001-55;2023-12-31;16;137317;LOCALIZA RENT A CAR S.A.;Não-liderança;5478;9522;859
16.676.520/0001-59;2023-12-31;9;137955;HOSPITAL MATER DEI S.A.;Liderança;47;320;61
16.676.520/0001-59;2023-12-31;9;137955;HOSPITAL MATER DEI S.A.;Não-liderança;2517;4886;750
16.811.931/0001-00;2023-12-31;14;135498;ALPHAVILLE S.A.;Liderança;87;121;7
16.811.931/0001-00;2023-12-31;14;135498;ALPHAVILLE S.A.;Não-liderança;1;82;14
16.922.038/0001-51;2023-12-31;8;137295;ENJOEI S.A.;Liderança;7;41;1
16.922.038/0001-51;2023-12-31;8;137295;ENJOEI S.A.;Não-liderança;134;115;4
17.155.730/0001-64;2023-12-31;14;137237;CIA ENERGETICA DE MINAS GERAIS - CEMIG;Liderança;0;129;70
17.155.730/0001-64;2023-12-31;14;137237;CIA ENERGETICA DE MINAS GERAIS - CEMIG;Não-liderança;413;2971;1340
17.159.229/0001-76;2023-12-31;1;127979;LABORATÓRIO TEUTO BRASILEIRO S.A.;Liderança;7;157;28
17.159.229/0001-76;2023-12-31;1;127979;LABORATÓRIO TEUTO BRASILEIRO S.A.;Não-liderança;1411;1650;193
17.161.241/0001-15;2023-12-31;1;125804;MINASMAQUINAS S.A.;Liderança;0;13;10
17.161.241/0001-15;2023-12-31;1;125804;MINASMAQUINAS S.A.;Não-liderança;174;196;67
17.162.082/0001-73;2023-12-31;1;127635;MENDES JUNIOR ENGENHARIA S.A.;Liderança;0;0;3
17.162.082/0001-73;2023-12-31;1;127635;MENDES JUNIOR ENGENHARIA S.A.;Não-liderança;0;1;5
17.167.396/0001-69;2023-12-31;13;136162;ALFA HOLDINGS S.A.;Liderança;0;0;1
17.167.396/0001-69;2023-12-31;13;136162;ALFA HOLDINGS S.A.;Não-liderança;0;0;1
17.167.412/0001-13;2023-12-31;14;135013;FINANCEIRA ALFA S.A.- CRED FINANC E INVS;Liderança;16;66;9
17.167.412/0001-13;2023-12-31;14;135013;FINANCEIRA ALFA S.A.- CRED FINANC E INVS;Não-liderança;223;468;20
17.184.037/0001-10;2023-12-31;9;136152;BCO MERCANTIL DO BRASIL S.A.;Liderança;362;252;91
17.184.037/0001-10;2023-12-31;9;136152;BCO MERCANTIL DO BRASIL S.A.;Não-liderança;1526;465;132
17.193.806/0001-46;2023-12-31;10;134826;CONSORCIO ALFA DE ADMINISTRACAO S.A.;Liderança;0;0;1
17.193.806/0001-46;2023-12-31;10;134826;CONSORCIO ALFA DE ADMINISTRACAO S.A.;Não-liderança;0;0;1
17.245.234/0001-00;2023-12-31;5;133727;CIA FIACAO TECIDOS CEDRO CACHOEIRA;Liderança;3;146;48
17.245.234/0001-00;2023-12-31;5;133727;CIA FIACAO TECIDOS CEDRO CACHOEIRA;Não-liderança;1186;1839;480
17.281.106/0001-03;2023-12-31;23;136672;CIA SANEAMENTO DE MINAS GERAIS-COPASA MG;Liderança;17;748;580
17.281.106/0001-03;2023-12-31;23;136672;CIA SANEAMENTO DE MINAS GERAIS-COPASA MG;Não-liderança;381;5291;3173
17.314.329/0001-20;2023-12-31;12;135495;INTERNATIONAL MEAL COMPANY ALIMENTACAO S.A.;Liderança;99;274;20
17.314.329/0001-20;2023-12-31;12;135495;INTERNATIONAL MEAL COMPANY ALIMENTACAO S.A.;Não-liderança;4234;2589;501
17.344.597/0001-94;2023-12-31;16;137130;BB SEGURIDADE PARTICIPAÇÕES S.A.;Liderança;0;35;3
17.344.597/0001-94;2023-12-31;16;137130;BB SEGURIDADE PARTICIPAÇÕES S.A.;Não-liderança;4;126;7
17.359.233/0001-88;2023-12-31;3;136043;TECIDOS E ARMARINHOS MIGUEL BARTOLOMEU S.A.;Liderança;16;192;72
17.359.233/0001-88;2023-12-31;3;136043;TECIDOS E ARMARINHOS MIGUEL BARTOLOMEU S.A.;Não-liderança;944;1184;257
17.943.792/0001-30;2023-12-31;1;127632;FULWOOD S.A.;Liderança;0;6;3
17.943.792/0001-30;2023-12-31;1;127632;FULWOOD S.A.;Não-liderança;1;12;4
18.174.270/0001-84;2023-12-31;5;137310;DOTZ S.A.;Liderança;1;67;5
18.174.270/0001-84;2023-12-31;5;137310;DOTZ S.A.;Não-liderança;127;179;6
18.328.118/0001-09;2023-12-31;8;136960;PET CENTER COMÉRCIO E PARTICIPAÇÕES S.A.;Liderança;164;512;22
18.328.118/0001-09;2023-12-31;8;136960;PET CENTER COMÉRCIO E PARTICIPAÇÕES S.A.;Não-liderança;4347;2098;170
18.483.666/0001-03;2023-12-31;5;133334;HUMBERG AGRIBRASIL COMÉRCIO E EXPORTAÇÃO DE GRÃOS S.A.;Liderança;1;9;3
18.483.666/0001-03;2023-12-31;5;133334;HUMBERG AGRIBRASIL COMÉRCIO E EXPORTAÇÃO DE GRÃOS S.A.;Não-liderança;15;20;1
18.593.815/0001-97;2023-12-31;13;137702;PRINER SERVIÇOS INDUSTRIAIS S.A.;Liderança;54;497;148
18.593.815/0001-97;2023-12-31;13;137702;PRINER SERVIÇOS INDUSTRIAIS S.A.;Não-liderança;1408;3327;390
19.014.221/0001-47;2023-12-31;6;136189;CHINA THREE GORGES BRASIL ENERGIA S.A.;Liderança;1;129;31
19.014.221/0001-47;2023-12-31;6;136189;CHINA THREE GORGES BRASIL ENERGIA S.A.;Não-liderança;188;513;113
19.378.769/0001-76;2023-12-31;3;128238;INSTITUTO HERMES PARDINI S.A.;Liderança;140;549;63
19.378.769/0001-76;2023-12-31;3;128238;INSTITUTO HERMES PARDINI S.A.;Não-liderança;2560;3613;559
19.403.252/0001-90;2023-12-31;9;137277;EMCCAMP RESIDENCIAL S.A.;Liderança;24;154;26
19.403.252/0001-90;2023-12-31;9;137277;EMCCAMP RESIDENCIAL S.A.;Não-liderança;369;481;128
19.521.322/0001-04;2023-12-31;4;136508;CONCESSIONÁRIA ROTA DO OESTE S.A.;Liderança;6;50;6
19.521.322/0001-04;2023-12-31;4;136508;CONCESSIONÁRIA ROTA DO OESTE S.A.;Não-liderança;270;459;37
19.526.748/0001-50;2023-12-31;2;136495;CIA INDUSTRIAL CATAGUASES;Liderança;5;53;20
19.526.748/0001-50;2023-12-31;2;136495;CIA INDUSTRIAL CATAGUASES;Não-liderança;329;641;267
19.796.586/0001-70;2023-12-31;4;135488;BRISANET PARTICIPAÇÕES S.A.;Liderança;124;307;16
19.796.586/0001-70;2023-12-31;4;135488;BRISANET PARTICIPAÇÕES S.A.;Não-liderança;3383;2983;90
20.247.322/0001-47;2023-12-31;10;135659;ALLIED TECNOLOGIA S.A.;Liderança;75;377;26
20.247.322/0001-47;2023-12-31;10;135659;ALLIED TECNOLOGIA S.A.;Não-liderança;357;449;21
20.258.278/0001-70;2023-12-31;5;136542;OUROFINO S.A.;Liderança;0;135;14
20.258.278/0001-70;2023-12-31;5;136542;OUROFINO S.A.;Não-liderança;192;742;76
20.512.706/0001-40;2023-12-31;14;136109;VITRU BRASIL EMPREENDIMENTOS, PARTICIPAÇÕES E COMÉRCIO S.A.;Liderança;120;652;74
20.512.706/0001-40;2023-12-31;14;136109;VITRU BRASIL EMPREENDIMENTOS, PARTICIPAÇÕES E COMÉRCIO S.A.;Não-liderança;2788;5668;875
21.110.778/0001-23;2023-12-31;6;134532;OLIVEIRA TRUST S.A.;Liderança;1;31;3
21.110.778/0001-23;2023-12-31;6;134532;OLIVEIRA TRUST S.A.;Não-liderança;121;145;7
21.240.146/0001-84;2023-12-31;16;136597;AGROGALAXY PARTICIPAÇÕES S.A.;Liderança;56;373;48
21.240.146/0001-84;2023-12-31;16;136597;AGROGALAXY PARTICIPAÇÕES S.A.;Não-liderança;1047;989;114
21.254.073/0001-80;2023-12-31;2;136116;COMPANHIA ITAUNENSE ENERGIA E PARTICIPAÇÕES;Liderança;0;0;3
21.254.073/0001-80;2023-12-31;2;136116;COMPANHIA ITAUNENSE ENERGIA E PARTICIPAÇÕES;Não-liderança;2;1;6
21.255.567/0001-89;2023-12-31;6;136752;CIA TECIDOS SANTANENSE;Liderança;5;73;46
21.255.567/0001-89;2023-12-31;6;136752;CIA TECIDOS SANTANENSE;Não-liderança;382;713;297
21.314.559/0001-66;2023-12-31;20;137252;MOVIDA PARTICIPACOES SA;Liderança;122;578;39
21.314.559/0001-66;2023-12-31;20;137252;MOVIDA PARTICIPACOES SA;Não-liderança;2440;2471;310
21.389.501/0001-81;2023-12-31;10;136680;COMPASS GÁS E ENERGIA S.A.;Liderança;2;20;3
21.389.501/0001-81;2023-12-31;10;136680;COMPASS GÁS E ENERGIA S.A.;Não-liderança;15;18;0
21.948.105/0001-47;2023-12-31;1;128063;BTGI QUARTZO PARTICIPAÇÕES S/A;Liderança;0;5;0
21.948.105/0001-47;2023-12-31;1;128063;BTGI QUARTZO PARTICIPAÇÕES S/A;Não-liderança;0;1;0
21.976.510/0001-79;2023-12-31;1;128064;BTGI SAFIRA PARTICIPAÇÕES S/A;Liderança;0;5;0
21.976.510/0001-79;2023-12-31;1;128064;BTGI SAFIRA PARTICIPAÇÕES S/A;Não-liderança;0;1;0
22.261.473/0001-85;2023-12-31;11;137116;COMPANHIA DE GÁS DE MINAS GERAIS - GASMIG;Liderança;1;35;5
22.261.473/0001-85;2023-12-31;11;137116;COMPANHIA DE GÁS DE MINAS GERAIS - GASMIG;Não-liderança;3;89;23
22.266.175/0001-88;2023-12-31;13;137810;FERTILIZANTES HERINGER S.A.;Liderança;0;0;1
22.266.175/0001-88;2023-12-31;13;137810;FERTILIZANTES HERINGER S.A.;Não-liderança;493;812;205
22.543.331/0001-00;2023-12-31;9;136588;CAIXA SEGURIDADE PARTICIPAÇÕES S.A.;Liderança;0;63;2
22.543.331/0001-00;2023-12-31;9;136588;CAIXA SEGURIDADE PARTICIPAÇÕES S.A.;Não-liderança;3;60;1
22.677.520/0001-76;2023-12-31;7;136799;CIA TECIDOS NORTE DE MINAS COTEMINAS;Liderança;0;1;10
22.677.520/0001-76;2023-12-31;7;136799;CIA TECIDOS NORTE DE MINAS COTEMINAS;Não-liderança;1;0;0
23.041.875/0001-37;2023-12-31;5;135482;ALMACENES ÉXITO S.A.;Liderança;32;575;121
23.041.875/0001-37;2023-12-31;5;135482;ALMACENES ÉXITO S.A.;Não-liderança;12315;17310;3077
23.236.821/0001-27;2023-12-31;5;135757;PATRIMAR ENGENHARIA S.A.;Liderança;4;46;13
23.236.821/0001-27;2023-12-31;5;135757;PATRIMAR ENGENHARIA S.A.;Não-liderança;292;525;129
23.373.000/0001-32;2023-12-31;18;136159;VAMOS LOCAÇÃO DE CAMINHÕES, MÁQUINAS E EQUIPAMENTOS S.A.;Liderança;26;244;65
23.373.000/0001-32;2023-12-31;18;136159;VAMOS LOCAÇÃO DE CAMINHÕES, MÁQUINAS E EQUIPAMENTOS S.A.;Não-liderança;925;1278;289
23.438.929/0001-00;2023-12-31;6;133243;TRIPLE PLAY BRASIL PARTICIPAÇÕES S.A.;Liderança;127;257;16
23.438.929/0001-00;2023-12-31;6;133243;TRIPLE PLAY BRASIL PARTICIPAÇÕES S.A.;Não-liderança;844;742;38
24.230.275/0001-80;2023-12-31;2;136596;PLANO & PLANO DESENVOLVIMENTO IMOBILIÁRIO S.A.;Liderança;38;112;22
24.230.275/0001-80;2023-12-31;2;136596;PLANO & PLANO DESENVOLVIMENTO IMOBILIÁRIO S.A.;Não-liderança;137;109;11
24.396.489/0001-20;2023-12-31;10;136914;BRK AMBIENTAL PARTICIPAÇÕES S.A.;Liderança;96;747;88
24.396.489/0001-20;2023-12-31;10;136914;BRK AMBIENTAL PARTICIPAÇÕES S.A.;Não-liderança;1290;3614;515
24.410.913/0001-44;2023-12-31;3;129753;NU HOLDINGS LTD.;Liderança;506;1115;43
24.410.913/0001-44;2023-12-31;3;129753;NU HOLDINGS LTD.;Não-liderança;3921;2361;103
24.921.465/0001-43;2023-12-31;3;131996;BLUEFIT ACADEMIAS DE GINÁSTICA E PARTICIPAÇÕES S.A.;Liderança;6;38;1
24.921.465/0001-43;2023-12-31;3;131996;BLUEFIT ACADEMIAS DE GINÁSTICA E PARTICIPAÇÕES S.A.;Não-liderança;776;803;30
24.962.466/0001-36;2023-12-31;6;135531;RUMO MALHA NORTE S.A.;Liderança;37;420;28
24.962.466/0001-36;2023-12-31;6;135531;RUMO MALHA NORTE S.A.;Não-liderança;1706;5439;684
24.990.777/0001-09;2023-12-31;9;137712;GRUPO MATEUS S.A.;Liderança;1087;2358;126
24.990.777/0001-09;2023-12-31;9;137712;GRUPO MATEUS S.A.;Não-liderança;24717;17444;1080
25.089.509/0001-83;2023-12-31;7;136127;COMPANHIA DE SANEAMENTO DO TOCANTINS - SANEATINS;Liderança;25;123;10
25.089.509/0001-83;2023-12-31;7;136127;COMPANHIA DE SANEAMENTO DO TOCANTINS - SANEATINS;Não-liderança;187;655;97
25.249.439/0001-83;2023-12-31;5;134235;HOSPITAL CARE CALEDONIA S.A.;Liderança;8;214;29
25.249.439/0001-83;2023-12-31;5;134235;HOSPITAL CARE CALEDONIA S.A.;Não-liderança;2449;4977;653
25.369.840/0001-57;2023-12-31;11;137379;COMERC ENERGIA S.A.;Liderança;14;112;19
25.369.840/0001-57;2023-12-31;11;137379;COMERC ENERGIA S.A.;Não-liderança;287;268;15
26.072.786/0001-46;2023-12-31;3;136118;QESTRA TECNOLOGIA ADMINISTRAÇÃO E PARTICIPAÇÕES S.A.;Liderança;0;0;63
26.072.786/0001-46;2023-12-31;3;136118;QESTRA TECNOLOGIA ADMINISTRAÇÃO E PARTICIPAÇÕES S.A.;Não-liderança;0;0;2983
26.345.998/0001-50;2023-12-31;11;137722;TC S.A.;Liderança;24;70;0
26.345.998/0001-50;2023-12-31;11;137722;TC S.A.;Não-liderança;149;96;0
26.462.693/0001-28;2023-12-31;4;136129;LAVVI EMPREENDIMENTOS IMOBILIÁRIOS S.A.;Liderança;1;47;11
26.462.693/0001-28;2023-12-31;4;136129;LAVVI EMPREENDIMENTOS IMOBILIÁRIOS S.A.;Não-liderança;77;95;49
26.659.061/0001-59;2023-12-31;12;137861;MPM CORPÓREOS S.A.;Liderança;150;577;25
26.659.061/0001-59;2023-12-31;12;137861;MPM CORPÓREOS S.A.;Não-liderança;2343;1746;26
27.093.558/0001-15;2023-12-31;9;138941;MILLS LOCAÇÃO, SERVIÇOS E LOGÍSTICA S.A.;Liderança;29;165;17
27.093.558/0001-15;2023-12-31;9;138941;MILLS LOCAÇÃO, SERVIÇOS E LOGÍSTICA S.A.;Não-liderança;804;831;107
27.743.642/0001-37;2023-12-31;4;132766;CONSTRUTORA METROCASA S.A.;Liderança;0;1;0
27.743.642/0001-37;2023-12-31;4;132766;CONSTRUTORA METROCASA S.A.;Não-liderança;0;3;0
28.127.603/0001-78;2023-12-31;15;136663;BANESTES S.A. - BCO EST ESPIRITO SANTO;Liderança;6;327;113
28.127.603/0001-78;2023-12-31;15;136663;BANESTES S.A. - BCO EST ESPIRITO SANTO;Não-liderança;127;1041;459
28.195.667/0001-06;2023-12-31;16;137178;BCO ABC BRASIL S.A.;Liderança;6;158;35
28.195.667/0001-06;2023-12-31;16;137178;BCO ABC BRASIL S.A.;Não-liderança;221;565;58
28.594.234/0001-23;2023-12-31;9;137267;AUREN ENERGIA S.A.;Liderança;0;68;6
28.594.234/0001-23;2023-12-31;9;137267;AUREN ENERGIA S.A.;Não-liderança;37;181;9
29.780.061/0001-09;2023-12-31;10;137931;SAO CARLOS EMPREEND E PARTICIPACOES S.A.;Liderança;0;24;2
29.780.061/0001-09;2023-12-31;10;137931;SAO CARLOS EMPREEND E PARTICIPACOES S.A.;Não-liderança;19;29;2
29.950.060/0001-57;2023-12-31;4;137893;NORTEC QUÍMICA S.A.;Liderança;1;29;13
29.950.060/0001-57;2023-12-31;4;137893;NORTEC QUÍMICA S.A.;Não-liderança;67;149;44
29.980.141/0001-08;2023-12-31;7;137329;OCEÂNICA ENGENHARIA E CONSULTORIA S.A.;Liderança;2;46;17
29.980.141/0001-08;2023-12-31;7;137329;OCEÂNICA ENGENHARIA E CONSULTORIA S.A.;Não-liderança;276;1162;233
30.213.493/0001-09;2023-12-31;4;135143;TEGRA INCORPORADORA S.A.;Liderança;20;169;10
30.213.493/0001-09;2023-12-31;4;135143;TEGRA INCORPORADORA S.A.;Não-liderança;239;410;77
30.306.294/0001-45;2023-12-31;14;138412;BCO BTG PACTUAL S.A.;Liderança;197;1393;198
30.306.294/0001-45;2023-12-31;14;138412;BCO BTG PACTUAL S.A.;Não-liderança;2433;1596;182
30.540.991/0001-66;2023-12-31;4;136008;HAGA S.A. INDUSTRIA E COMERCIO;Liderança;2;11;10
30.540.991/0001-66;2023-12-31;4;136008;HAGA S.A. INDUSTRIA E COMERCIO;Não-liderança;22;74;37
30.723.886/0001-62;2023-12-31;3;128855;BANCO MODAL S.A.;Liderança;16;187;27
30.723.886/0001-62;2023-12-31;3;128855;BANCO MODAL S.A.;Não-liderança;396;444;21
31.553.627/0001-01;2023-12-31;11;136766;MOBLY S.A.;Liderança;51;136;3
31.553.627/0001-01;2023-12-31;11;136766;MOBLY S.A.;Não-liderança;323;287;8
31.748.174/0001-60;2023-12-31;10;135631;VERO S.A.;Liderança;84;197;6
31.748.174/0001-60;2023-12-31;10;135631;VERO S.A.;Não-liderança;1436;799;48
32.021.201/0001-61;2023-12-31;12;134315;ORIGEM ENERGIA S.A.;Liderança;15;129;42
32.021.201/0001-61;2023-12-31;12;134315;ORIGEM ENERGIA S.A.;Não-liderança;148;500;64
32.681.371/0001-72;2023-12-31;3;134520;VIX LOGÍSTICA S.A.;Liderança;8;203;45
32.681.371/0001-72;2023-12-31;3;134520;VIX LOGÍSTICA S.A.;Não-liderança;1821;6410;1298
32.785.497/0001-97;2023-12-31;12;137902;NATURA &CO HOLDING S.A.;Liderança;10;728;68
32.785.497/0001-97;2023-12-31;12;137902;NATURA &CO HOLDING S.A.;Não-liderança;1501;5356;700
33.000.167/0001-01;2023-12-31;26;137831;PETROLEO BRASILEIRO S.A. PETROBRAS;Liderança;19;3910;599
33.000.167/0001-01;2023-12-31;26;137831;PETROLEO BRASILEIRO S.A. PETROBRAS;Não-liderança;670;25143;8341
33.035.536/0001-00;2023-12-31;4;135887;JOAO FORTES ENGENHARIA S.A. - EM RECUPERAÇÃO JUDICIAL;Liderança;0;15;5
33.035.536/0001-00;2023-12-31;4;135887;JOAO FORTES ENGENHARIA S.A. - EM RECUPERAÇÃO JUDICIAL;Não-liderança;16;41;25
33.040.601/0001-87;2023-12-31;4;136154;MERCANTIL FINANCEIRA S.A. - CRÉDITO, FINANCIAMENTO E INVESTI;Liderança;0;1;6
33.040.601/0001-87;2023-12-31;4;136154;MERCANTIL FINANCEIRA S.A. - CRÉDITO, FINANCIAMENTO E INVESTI;Não-liderança;0;1;0
33.041.260/0652-90;2023-12-31;23;137451;GRUPO CASAS BAHIA S.A.;Liderança;116;1333;147
33.041.260/0652-90;2023-12-31;23;137451;GRUPO CASAS BAHIA S.A.;Não-liderança;12968;20762;6540
33.042.730/0001-04;2023-12-31;9;137659;CIA SIDERURGICA NACIONAL;Liderança;42;930;297
33.042.730/0001-04;2023-12-31;9;137659;CIA SIDERURGICA NACIONAL;Não-liderança;7631;14221;3009
33.050.071/0001-58;2023-12-31;14;135754;AMPLA ENERGIA E SERVICOS S.A.;Liderança;1;114;11
33.050.071/0001-58;2023-12-31;14;135754;AMPLA ENERGIA E SERVICOS S.A.;Não-liderança;107;806;124
33.102.476/0001-92;2023-12-31;4;137041;MONTEIRO ARANHA S.A.;Liderança;0;3;1
33.102.476/0001-92;2023-12-31;4;137041;MONTEIRO ARANHA S.A.;Não-liderança;10;6;6
33.113.309/0001-47;2023-12-31;12;136868;VALID SOLUÇÕES S.A.;Liderança;28;159;26
33.113.309/0001-47;2023-12-31;12;136868;VALID SOLUÇÕES S.A.;Não-liderança;984;1278;140
33.130.691/0001-05;2023-12-31;6;135829;WILSON SONS S.A.;Liderança;9;257;84
33.130.691/0001-05;2023-12-31;6;135829;WILSON SONS S.A.;Não-liderança;612;2227;731
33.200.049/0001-47;2023-12-31;1;127255;HOTEIS OTHON S.A. - EM RECUPERAÇÃO JUDICIAL;Liderança;3;29;20
33.200.049/0001-47;2023-12-31;1;127255;HOTEIS OTHON S.A. - EM RECUPERAÇÃO JUDICIAL;Não-liderança;92;153;68
33.228.024/0001-51;2023-12-31;3;136911;WLM PART. E COMÉRCIO DE MÁQUINAS E VEÍCULOS S.A.;Liderança;2;75;56
33.228.024/0001-51;2023-12-31;3;136911;WLM PART. E COMÉRCIO DE MÁQUINAS E VEÍCULOS S.A.;Não-liderança;259;443;111
33.256.439/0001-39;2023-12-31;7;137601;ULTRAPAR PARTICIPACOES S.A.;Liderança;80;960;134
33.256.439/0001-39;2023-12-31;7;137601;ULTRAPAR PARTICIPACOES S.A.;Não-liderança;2322;5389;893
33.352.394/0001-04;2023-12-31;5;135886;CIA ESTADUAL DE ÁGUAS E ESGOTOS - CEDAE;Liderança;18;291;268
33.352.394/0001-04;2023-12-31;5;135886;CIA ESTADUAL DE ÁGUAS E ESGOTOS - CEDAE;Não-liderança;4;815;1932
33.376.989/0001-91;2023-12-31;13;137703;IRB - BRASIL RESSEGUROS S.A.;Liderança;0;37;17
33.376.989/0001-91;2023-12-31;13;137703;IRB - BRASIL RESSEGUROS S.A.;Não-liderança;43;234;49
33.386.210/0001-19;2023-12-31;1;127857;SONDOTECNICA ENGENHARIA SOLOS S.A.;Liderança;0;4;7
33.386.210/0001-19;2023-12-31;1;127857;SONDOTECNICA ENGENHARIA SOLOS S.A.;Não-liderança;69;148;76
33.467.572/0001-34;2023-12-31;2;136507;TEKNO S.A. - INDUSTRIA E COMERCIO;Liderança;11;21;6
33.467.572/0001-34;2023-12-31;2;136507;TEKNO S.A. - INDUSTRIA E COMERCIO;Não-liderança;199;128;11
33.541.368/0001-16;2023-12-31;6;136210;CIA HIDRO ELÉTRICA DO SÃO FRANCISCO;Liderança;0;211;42
33.541.368/0001-16;2023-12-31;6;136210;CIA HIDRO ELÉTRICA DO SÃO FRANCISCO;Não-liderança;20;1433;988
33.572.408/0001-97;2023-12-31;5;136586;RUMO MALHA CENTRAL S.A.;Liderança;37;420;28
33.572.408/0001-97;2023-12-31;5;136586;RUMO MALHA CENTRAL S.A.;Não-liderança;1706;5439;684
33.592.510/0001-54;2023-12-31;22;137025;VALE S.A.;Liderança;102;4215;1038
33.592.510/0001-54;2023-12-31;22;137025;VALE S.A.;Não-liderança;7817;43874;7470
33.611.500/0001-19;2023-12-31;13;138034;GERDAU S.A.;Liderança;353;3346;911
33.611.500/0001-19;2023-12-31;13;138034;GERDAU S.A.;Não-liderança;6280;16235;3473
33.839.910/0001-11;2023-12-31;10;136574;VIVARA PARTICIPAÇÕES S.A.;Liderança;105;421;54
33.839.910/0001-11;2023-12-31;10;136574;VIVARA PARTICIPAÇÕES S.A.;Não-liderança;2097;1614;166
33.938.119/0001-69;2023-12-31;5;137821;CIA DISTRIB DE GAS DO RIO DE JANEIRO-CEG;Liderança;0;83;26
33.938.119/0001-69;2023-12-31;5;137821;CIA DISTRIB DE GAS DO RIO DE JANEIRO-CEG;Não-liderança;8;208;47
33.958.695/0001-78;2023-12-31;15;135966;UNIPAR CARBOCLORO S.A.;Liderança;3;110;82
33.958.695/0001-78;2023-12-31;15;135966;UNIPAR CARBOCLORO S.A.;Não-liderança;173;738;325
34.169.557/0001-72;2023-12-31;4;130647;BCO MERCANTIL DE INVESTIMENTOS S.A.;Liderança;1;3;0
34.169.557/0001-72;2023-12-31;4;130647;BCO MERCANTIL DE INVESTIMENTOS S.A.;Não-liderança;2;0;1
34.274.233/0001-02;2023-12-31;22;138000;VIBRA ENERGIA S/A;Liderança;0;200;73
34.274.233/0001-02;2023-12-31;22;138000;VIBRA ENERGIA S/A;Não-liderança;319;2371;401
35.727.157/0001-06;2023-12-31;3;137551;EZ INC INCORPORAÇÕES COMERCIAIS S.A.;Liderança;0;2;0
35.727.157/0001-06;2023-12-31;3;137551;EZ INC INCORPORAÇÕES COMERCIAIS S.A.;Não-liderança;11;42;12
35.791.391/0001-94;2023-12-31;9;138043;QUALITY SOFTWARE S.A.;Liderança;21;111;10
35.791.391/0001-94;2023-12-31;9;138043;QUALITY SOFTWARE S.A.;Não-liderança;669;901;59
36.542.025/0001-64;2023-12-31;5;134174;BRQ SOLUCOES EM INFORMATICA S.A.;Liderança;13;214;54
36.542.025/0001-64;2023-12-31;5;134174;BRQ SOLUCOES EM INFORMATICA S.A.;Não-liderança;1046;1498;323
37.663.076/0001-07;2023-12-31;15;137741;AES BRASIL ENERGIA S.A.;Liderança;5;77;16
37.663.076/0001-07;2023-12-31;15;137741;AES BRASIL ENERGIA S.A.;Não-liderança;127;323;46
37.702.340/0001-74;2023-12-31;2;130746;MONTE RODOVIAS S.A.;Liderança;25;65;2
37.702.340/0001-74;2023-12-31;2;130746;MONTE RODOVIAS S.A.;Não-liderança;203;303;7
38.199.406/0001-18;2023-12-31;2;133614;RIO ALTO ENERGIAS RENOVÁVEIS S.A.;Liderança;12;21;8
38.199.406/0001-18;2023-12-31;2;133614;RIO ALTO ENERGIAS RENOVÁVEIS S.A.;Não-liderança;137;180;39
38.307.135/0001-77;2023-12-31;4;135507;G2D INVESTMENTS, LTD.;Liderança;0;0;1
38.307.135/0001-77;2023-12-31;4;135507;G2D INVESTMENTS, LTD.;Não-liderança;0;0;1
38.456.921/0001-36;2023-12-31;14;136778;INFRACOMMERCE CXAAS S.A.;Liderança;56;238;11
38.456.921/0001-36;2023-12-31;14;136778;INFRACOMMERCE CXAAS S.A.;Não-liderança;1753;1085;59
39.115.514/0001-28;2023-12-31;4;136587;RUMO MALHA OESTE S.A.;Liderança;37;420;28
39.115.514/0001-28;2023-12-31;4;136587;RUMO MALHA OESTE S.A.;Não-liderança;1706;5439;684
39.346.861/0350-38;2023-12-31;7;137657;CENCOSUD BRASIL COMERCIAL S.A.;Liderança;279;1895;363
39.346.861/0350-38;2023-12-31;7;137657;CENCOSUD BRASIL COMERCIAL S.A.;Não-liderança;4728;9562;2940
39.580.673/0001-01;2023-12-31;6;137846;BRK AMBIENTAL - REGIÃO METROPOLITANA DE MACEIÓ S.A.;Liderança;15;77;2
39.580.673/0001-01;2023-12-31;6;137846;BRK AMBIENTAL - REGIÃO METROPOLITANA DE MACEIÓ S.A.;Não-liderança;194;284;20
39.881.421/0001-04;2023-12-31;2;137198;COMPANHIA ESTADUAL DE GERAÇÃO DE ENERGIA ELÉTRICA - CEEE-G;Liderança;0;50;9
39.881.421/0001-04;2023-12-31;2;137198;COMPANHIA ESTADUAL DE GERAÇÃO DE ENERGIA ELÉTRICA - CEEE-G;Não-liderança;0;106;53
40.159.947/0001-64;2023-12-31;7;137862;HMOBI PARTICIPAÇÕES S.A.;Liderança;2;150;16
40.159.947/0001-64;2023-12-31;7;137862;HMOBI PARTICIPAÇÕES S.A.;Não-liderança;314;1431;243
40.263.170/0001-83;2023-12-31;4;135922;SOLVI ESSENCIS AMBIENTAL S.A.;Liderança;93;389;84
